batch,x,y,z,brand,model,angle,sampleNumber,date,c4:41:1e:fa:07:db#1_value,c4:41:1e:fa:07:db#1_error,c4:41:1e:fa:07:db#1_samples_averaged,c4:41:1e:fa:07:da#1_value,c4:41:1e:fa:07:da#1_error,c4:41:1e:fa:07:da#1_samples_averaged,c4:41:1e:fa:07:d9#1_value,c4:41:1e:fa:07:d9#1_error,c4:41:1e:fa:07:d9#1_samples_averaged,cc:f4:11:47:ef:eb#1_value,cc:f4:11:47:ef:eb#1_error,cc:f4:11:47:ef:eb#1_samples_averaged,cc:f4:11:47:ef:e7#1_value,cc:f4:11:47:ef:e7#1_error,cc:f4:11:47:ef:e7#1_samples_averaged
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,94,5188310380787,5.488,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.25,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,95,5188421719126,5.496,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.085,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,96,5188631531056,5.449,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.277,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,97,5188719691619,5.828,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.261,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,98,5188819247731,5.261,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.285,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,99,5189040001393,5.421,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.152,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,100,5189333438568,5.507,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.242,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,101,5189443666351,7.347,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.234,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,102,5189533384735,5.554,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.167,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,103,5189639903941,5.425,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.191,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,104,5189754229869,5.453,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.109,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,105,5189956222137,7.648,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.113,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,106,5190050520233,5.523,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.246,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,107,5190161215302,7.796,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.242,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,108,5190352698497,5.5,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.187,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,109,5190469464569,6.898,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.156,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,110,5190559984060,7.796,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.207,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,111,5190666237356,5.601,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.187,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,112,5190763825613,5.566,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.132,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,113,5190870988780,7.648,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.972,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,114,5191072715017,8.699,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.054,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,115,5191175308076,7.199,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.972,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,116,5191289560883,5.445,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.007,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,117,5191374622651,5.632,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.937,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,118,5191480002249,5.464,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.867,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,119,5191591444591,5.695,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.023,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,120,5191787965099,8.398,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.898,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,121,5191894864757,8.097,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.046,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,122,5192002330700,8.097,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.003,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,123,5192207085623,7.199,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.0,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,124,5192301640514,6.898,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.96,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,125,5192403668672,8.847,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.976,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,126,5192614197236,8.398,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.074,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,127,5192713363049,5.535,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.101,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,128,5192814187349,5.414,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.945,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,129,5193028121716,7.5,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.039,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,130,5193122617769,5.726,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.144,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,131,5193221725028,5.699,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.132,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,132,5193437471976,5.546,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.093,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,133,5193534272310,5.398,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.175,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,134,5193648483655,5.585,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.175,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,135,5193840680798,5.804,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.203,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,136,5193954520317,8.25,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.23,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,137,5194050389905,5.66,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.128,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,138,5194250069999,7.5,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.269,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,139,5194350399671,5.574,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.207,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,140,5194451343600,5.769,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.175,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,141,5194658263929,7.347,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.136,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,142,5194768813245,5.812,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.285,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,143,5194862565198,8.546,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.273,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,144,5195068745455,5.882,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.214,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,145,5195169424614,5.714,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.312,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,146,5195280816785,5.851,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.269,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,147,5195482413221,8.699,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.281,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,148,5195581663465,5.578,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.148,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,149,5195683529961,8.398,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.156,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,150,5195890467949,5.917,0.0,1,-100.0,,0,0.0,0.0,1,-100.0,,0,7.281,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,151,5195995557752,5.871,0.0,1,-100.0,,0,0.0,0.0,1,-100.0,,0,7.117,0.0,1
