batch,x,y,z,brand,model,angle,sampleNumber,date,c4:41:1e:fa:07:db#1_value,c4:41:1e:fa:07:db#1_error,c4:41:1e:fa:07:db#1_samples_averaged,c4:41:1e:fa:07:da#1_value,c4:41:1e:fa:07:da#1_error,c4:41:1e:fa:07:da#1_samples_averaged,c4:41:1e:fa:07:d9#1_value,c4:41:1e:fa:07:d9#1_error,c4:41:1e:fa:07:d9#1_samples_averaged,cc:f4:11:47:ef:eb#1_value,cc:f4:11:47:ef:eb#1_error,cc:f4:11:47:ef:eb#1_samples_averaged,cc:f4:11:47:ef:e7#1_value,cc:f4:11:47:ef:e7#1_error,cc:f4:11:47:ef:e7#1_samples_averaged
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,118,392549939536,-100.0,,0,7.661,0.0,1,77.697,0.0,1,74.23,0.0,1,9.416,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,119,392913503650,-100.0,,0,7.416,0.0,1,-100.0,,0,75.753,0.0,1,9.504,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,120,393259821306,-100.0,,0,6.845,0.0,1,-100.0,,0,75.402,0.0,1,9.572,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,121,393617371254,-100.0,,0,6.728,0.0,1,-100.0,,0,-100.0,,0,8.781,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,122,393968862712,-100.0,,0,7.05,0.0,1,-100.0,,0,-100.0,,0,9.162,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,123,394320941931,-100.0,,0,6.908,0.0,1,75.939,0.0,1,75.168,0.0,1,9.016,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,124,394705379170,-100.0,,0,7.671,0.0,1,-100.0,,0,-100.0,,0,8.84,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,125,395043807972,-100.0,,0,6.527,0.0,1,-100.0,,0,-100.0,,0,9.543,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,126,395375289326,-100.0,,0,6.836,0.0,1,76.642,0.0,1,75.402,0.0,1,8.42,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,127,395779442503,-100.0,,0,8.457,0.0,1,-100.0,,0,-100.0,,0,9.182,0.0,1
